,crash_id,lat,long,street,severity,illumination,weather,road_conditon,year,day,hour,date,day_n_nite_dummy
165187,2019014537,40.493,-79.8627,FREEPORT RD,1,1.0,3.0,1.0,2019,6,17.0,2019-1,True
165207,2019010434,40.4336,-79.8215,SOUTH BEND LN,1,1.0,3.0,1.0,2019,2,17.0,2019-1,True
165210,2019010456,40.3119,-79.9382,CLAIRTON BL,1,2.0,3.0,1.0,2019,2,17.0,2019-1,False
165246,2019009731,40.3516,-79.8341,HARTMAN ST,1,3.0,3.0,1.0,2019,6,17.0,2019-1,False
165272,2019061145,40.4734,-79.9351,ROSECREST DR,1,1.0,3.0,1.0,2019,1,17.0,2019-6,True
165288,2019061146,40.4626,-79.9508,LIBERTY AV,1,1.0,3.0,1.0,2019,1,17.0,2019-6,True
165290,2019061150,40.3007,-79.8145,GREENOCK BUENA VISTA RD,1,1.0,3.0,1.0,2019,1,17.0,2019-6,True
165291,2019064805,40.4341,-79.9864,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,3,17.0,2019-5,True
165323,2019008219,40.3502,-79.8757,PACIFIC AV,1,3.0,3.0,2.0,2019,3,17.0,2019-1,False
165336,2019005686,40.3506,-79.9246,CURRY HOLLOW RD,1,3.0,3.0,1.0,2019,3,17.0,2019-1,False
165377,2019064323,40.5794,-80.0958,NORTH HILLS EX,1,1.0,3.0,1.0,2019,5,17.0,2019-6,True
165383,2019015362,40.6241,-79.925,SR 0910 HW,1,1.0,3.0,2.0,2019,6,17.0,2019-2,True
165400,2019064421,40.4878,-79.9201,BAKER ST,1,1.0,3.0,1.0,2019,3,17.0,2019-6,True
165454,2019015580,40.428,-79.927,SQUIRREL HILL TN,1,3.0,3.0,1.0,2019,5,17.0,2019-1,False
165458,2019011620,40.3313,-80.0528,BETHEL CHURCH RD,1,3.0,3.0,1.0,2019,1,17.0,2019-1,False
165460,2019098501,40.3698,-80.0155,SLEEPY HOLLOW RD,1,1.0,3.0,1.0,2019,7,17.0,2019-9,True
165489,2019064761,40.4616,-79.949,CEDARVILLE ST,1,1.0,3.0,1.0,2019,4,17.0,2019-6,True
165548,2019007402,40.4948,-80.0383,BASCOM AV,1,1.0,3.0,6.0,2019,1,17.0,2019-1,True
165579,2019006567,40.4943,-80.0643,OHIO RIVER BL,1,3.0,3.0,1.0,2019,4,17.0,2019-1,False
165587,2019064787,40.3814,-80.0966,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,4,17.0,2019-5,True
165673,2019008687,40.3273,-79.8402,RETAIL DR,1,1.0,3.0,1.0,2019,3,17.0,2019-1,True
165696,2019063989,40.4627,-80.0518,TABOR ST,1,1.0,3.0,1.0,2019,2,17.0,2019-6,True
165697,2019063993,40.4526,-79.9676,WANDLESS ST,1,1.0,3.0,1.0,2019,2,17.0,2019-6,True
165705,2019098715,40.4376,-79.7701,STROSCHEIN RD,1,1.0,3.0,1.0,2019,3,17.0,2019-10,True
165710,2019063998,40.3773,-80.0042,ELWYN AV,1,1.0,3.0,1.0,2019,2,17.0,2019-6,True
165720,2019001752,40.4285,-79.9755,21ST ST,1,3.0,3.0,1.0,2019,6,17.0,2019-1,False
165728,2019005209,40.5104,-79.9894,SPRUCEWOOD DR,1,3.0,3.0,1.0,2019,4,17.0,2019-1,False
165742,2019064118,40.5217,-80.0437,CORNELL AV,1,1.0,3.0,1.0,2019,2,17.0,2019-6,True
165756,2019064171,40.5239,-80.1783,UNIVERSITY BL,1,1.0,3.0,1.0,2019,4,17.0,2019-6,True
165804,2019005284,40.4782,-79.9558,50TH ST,1,3.0,3.0,1.0,2019,2,17.0,2019-1,False
165806,2019006030,40.4576,-79.9739,SPRING WY,1,1.0,3.0,1.0,2019,4,17.0,2019-1,True
165817,2019003035,40.3514,-80.0226,HILLSIDE DR,1,3.0,3.0,1.0,2019,1,17.0,2019-1,False
165841,2019004389,40.5143,-80.2649,MOON-CLINTON RD,1,3.0,3.0,1.0,2019,6,17.0,2019-1,False
165844,2019003864,40.4442,-80.0091,FORT DUQUESNE BR,1,2.0,3.0,9.0,2019,5,17.0,2019-1,False
165847,2019012222,40.4495,-80.1074,LORISH RD,1,3.0,3.0,9.0,2019,4,17.0,2019-1,False
165878,2019005295,40.449,-80.1627,ROBINSON PZ,1,1.0,3.0,1.0,2019,2,17.0,2019-1,True
165894,2019005383,40.6547,-80.0683,EAST/WEST TU,1,3.0,3.0,1.0,2019,6,17.0,2019-1,False
165911,2019065559,40.3203,-79.9418,CLAIRTON BL,1,1.0,3.0,1.0,2019,6,17.0,2019-6,True
165928,2019002191,40.607,-80.0881,BRANDT SCHOOL RD,1,3.0,3.0,1.0,2019,7,17.0,2019-1,False
165936,2019006044,40.4106,-80.0056,SAW MILL RUN BL,1,3.0,3.0,1.0,2019,4,17.0,2019-1,False
165948,2019064825,40.3635,-80.1191,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,3,17.0,2019-6,True
165980,2019065750,40.2409,-79.8601,ROUND HILL ET,1,1.0,3.0,1.0,2019,6,17.0,2019-6,True
165989,2019065787,40.3314,-80.0226,LIBRARY RD,1,1.0,3.0,1.0,2019,6,17.0,2019-6,True
166026,2019003536,40.4045,-80.0913,3RD ST,1,3.0,3.0,9.0,2019,4,17.0,2019-1,False
166038,2019003493,40.517,-80.1631,FIFTH AV,1,3.0,3.0,1.0,2019,7,17.0,2019-1,False
166041,2019065934,40.4559,-80.161,ROBINSON CENTER DR,1,1.0,3.0,1.0,2019,6,17.0,2019-6,True
166062,2019009476,40.5048,-80.0844,BELLE RIVIERE CT,1,1.0,3.0,1.0,2019,6,17.0,2019-1,True
166088,2019007596,40.4569,-79.7588,CENTER RD,1,1.0,3.0,1.0,2019,2,17.0,2019-1,True
166149,2019008725,40.3366,-79.8533,WALNUT ST,1,3.0,3.0,1.0,2019,3,17.0,2019-1,False
166156,2019098928,40.4431,-79.9974,LIBERTY AV,1,1.0,3.0,1.0,2019,6,17.0,2019-7,True
166160,2019098958,40.3619,-80.0644,GILKESON RD,1,1.0,3.0,1.0,2019,3,17.0,2019-10,True
166206,2020000841,40.4213,-79.9586,EAST CARSON ST,1,3.0,3.0,9.0,2020,6,17.0,2020-1,False
166248,2020001475,40.4181,-79.9918,ORCHARD PL,1,2.0,3.0,1.0,2020,1,17.0,2020-1,False
166250,2020001526,40.3528,-80.0262,VALLEY DR,1,1.0,3.0,1.0,2020,5,17.0,2020-1,True
166253,2020001565,40.4248,-80.0426,GREENTREE RD,1,3.0,3.0,1.0,2020,6,17.0,2020-1,False
166281,2020002091,40.3642,-79.8427,DUQUESNE BL,1,3.0,3.0,1.0,2020,2,17.0,2020-1,False
166295,2020002293,40.4689,-80.1371,SILVER LN,1,3.0,3.0,1.0,2020,3,17.0,2020-1,False
166300,2020002385,40.2758,-79.8796,MCKEESPORT RD,1,3.0,3.0,1.0,2020,3,17.0,2020-1,False
166323,2020002883,40.5268,-80.1599,OHIO RIVER BL,1,3.0,3.0,1.0,2020,4,17.0,2020-1,False
166339,2020003231,40.4498,-79.9932,CROSSTOWN BL,1,3.0,3.0,1.0,2020,5,17.0,2020-1,False
166344,2020003311,40.4269,-79.994,ARLINGTON AV,1,3.0,3.0,1.0,2020,5,17.0,2020-1,False
166382,2020003827,40.4525,-80.1725,ROBINSON TOWN CTR BL,1,3.0,3.0,1.0,2020,4,17.0,2020-1,False
166431,2020004457,40.4889,-80.2651,TURNPIKE RAMP RD,1,3.0,3.0,9.0,2020,6,17.0,2020-1,False
166435,2020004542,40.4386,-80.0057,FORT PITT BL,1,3.0,3.0,1.0,2020,2,17.0,2020-1,False
166436,2020004548,40.4111,-79.919,HOMESTEAD GRAYS BR,1,3.0,3.0,1.0,2020,2,17.0,2020-1,False
166473,2020004987,40.4288,-79.9995,LIBERTY TN,1,1.0,3.0,1.0,2020,2,17.0,2020-1,True
166474,2020004994,40.3556,-79.827,CONGRESS ST,1,3.0,3.0,1.0,2020,3,17.0,2020-1,False
166502,2020005598,40.3729,-80.0993,KIRWAN HTS INT/RAMP B RD,1,3.0,3.0,1.0,2020,1,17.0,2020-1,False
166515,2020005866,40.4736,-79.9723,EAST OHIO ST,1,1.0,3.0,1.0,2020,5,17.0,2020-1,True
166540,2020006267,40.3994,-79.989,BROWNSVILLE RD,1,1.0,3.0,1.0,2020,4,17.0,2020-1,True
166577,2020006836,40.3844,-80.1861,UNION AV,1,3.0,3.0,1.0,2020,2,17.0,2020-1,False
166608,2020007402,40.5036,-80.0246,CEMETERY LN,1,2.0,3.0,1.0,2020,4,17.0,2020-1,False
166632,2020008115,40.6006,-80.0934,RAYMOND P SHAFER HW,1,2.0,3.0,1.0,2020,5,17.0,2020-1,False
166665,2020008246,40.4943,-80.0085,EVERGREEN RD,1,3.0,3.0,1.0,2020,3,17.0,2020-1,False
166725,2020008898,40.6099,-80.0946,RAYMOND P SHAFER HW,1,3.0,3.0,1.0,2020,4,17.0,2020-1,False
166778,2020009441,40.4249,-80.1172,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,3,17.0,2020-1,False
166823,2020009936,40.402,-80.0006,EDGEBROOK AV,1,3.0,3.0,1.0,2020,6,17.0,2020-1,False
166839,2020010159,40.4299,-79.7513,HAYMAKER RD,1,2.0,3.0,9.0,2020,1,17.0,2020-1,False
166867,2020010982,40.4875,-79.8827,OLD FREEPORT RD,1,1.0,3.0,1.0,2020,3,17.0,2020-1,True
166893,2020011286,40.406,-79.8247,TRI-BORO AV,1,1.0,3.0,1.0,2020,4,17.0,2020-1,True
166939,2020011937,40.3499,-79.8856,NORTH STATE ST,1,3.0,3.0,1.0,2020,5,17.0,2020-1,False
167055,2020013124,40.4278,-79.9939,MCARDLE RD,1,2.0,3.0,1.0,2020,1,17.0,2020-1,False
167075,2020013379,40.4652,-80.1956,AIRPORT PY,1,3.0,3.0,1.0,2020,5,17.0,2020-1,False
167130,2020014185,40.4026,-80.0941,W MAIN ST,1,1.0,3.0,1.0,2020,4,17.0,2020-2,True
167181,2020014749,40.445,-79.9209,SHADY AV,1,3.0,3.0,9.0,2020,6,17.0,2020-2,False
167313,2020016113,40.3458,-79.8494,EVANS AV,1,3.0,3.0,1.0,2020,3,17.0,2020-2,False
167338,2020016429,40.3464,-79.8812,5TH AV,1,1.0,3.0,1.0,2020,3,17.0,2020-2,True
167397,2020017082,40.4258,-79.9002,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,6,17.0,2020-1,False
167405,2020017117,40.4289,-79.9325,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,1,17.0,2020-1,False
167448,2020017499,40.6153,-80.0961,WEXFORD BAYNE RD,1,1.0,3.0,1.0,2020,6,17.0,2020-2,True
167451,2020017537,40.4622,-79.9269,S BEATTY ST,1,1.0,3.0,1.0,2020,7,17.0,2020-2,True
167464,2020017738,40.4474,-79.9425,MOREWOOD AV,1,1.0,3.0,1.0,2020,1,17.0,2020-2,True
167494,2020018162,40.4736,-79.9723,EAST OHIO ST,1,1.0,3.0,1.0,2020,6,17.0,2020-2,True
167520,2020018616,40.3649,-79.9495,STREETS RUN RD,1,3.0,3.0,1.0,2020,7,17.0,2020-2,False
167547,2020018880,40.4734,-80.0029,PENFORT ST,1,1.0,3.0,1.0,2020,4,17.0,2020-2,True
167571,2020019252,40.4453,-79.9758,CENTRE AV,1,1.0,3.0,1.0,2020,5,17.0,2020-2,True
167600,2020019528,40.4359,-79.7719,MONROEVILLE BL,1,1.0,3.0,1.0,2020,6,17.0,2020-2,True
167615,2020019720,40.4384,-79.7728,WILLIAM PENN HW,1,1.0,3.0,1.0,2020,1,17.0,2020-2,True
167656,2020020078,40.3551,-79.9131,BUTTERMILK HOLLOW RD,1,1.0,3.0,1.0,2020,4,17.0,2020-2,True
167686,2020020347,40.5533,-80.0863,NORTH HILLS EX,1,2.0,3.0,2.0,2020,7,17.0,2020-2,False
167724,2020020674,40.5384,-80.2003,STOOPS FERRY RD,1,1.0,3.0,1.0,2020,3,17.0,2020-2,True
167726,2020020745,40.4421,-80.1593,PENN LINCOLN PY,1,3.0,3.0,1.0,2020,5,17.0,2020-1,False
167727,2020020755,40.4627,-80.1936,AIRPORT PY,1,3.0,3.0,1.0,2020,3,17.0,2020-2,False
167779,2020021526,40.4376,-79.77,STROSCHEIN RD,1,1.0,3.0,1.0,2020,5,17.0,2020-2,True
167817,2020021835,40.4574,-80.1927,RIDC PARK W DR,1,1.0,3.0,1.0,2020,6,17.0,2020-2,True
167818,2020021872,40.4541,-79.95,ENFIELD ST,1,1.0,3.0,1.0,2020,6,17.0,2020-2,True
167843,2020022083,40.4849,-79.946,57TH ST,1,1.0,3.0,1.0,2020,7,17.0,2020-2,True
167868,2020022330,40.4562,-80.003,E NORTH AV,1,1.0,3.0,1.0,2020,1,17.0,2020-3,True
167924,2020023108,40.4295,-79.9827,S 16TH ST,1,1.0,3.0,1.0,2020,1,17.0,2020-2,True
167938,2020023305,40.4473,-80.1661,I-376 EX,1,1.0,3.0,1.0,2020,1,17.0,2020-3,True
167945,2020023450,40.6544,-80.0916,WHEATLAND RD,1,1.0,3.0,1.0,2020,4,17.0,2020-3,True
167968,2020023729,40.4635,-79.9622,MINTWOOD ST,1,1.0,3.0,1.0,2020,5,17.0,2020-3,True
168003,2020024107,40.6062,-80.0872,BRANDT SCHOOL RD,1,1.0,3.0,9.0,2020,6,17.0,2020-3,True
168026,2020024283,40.3576,-80.0161,ANDREA DR,1,1.0,3.0,1.0,2020,3,17.0,2020-3,True
168051,2020024542,40.4757,-79.9704,TO 4009/0011 HW,1,1.0,3.0,1.0,2020,1,17.0,2020-3,True
168060,2020024600,40.5223,-80.0395,WELLINGTON DR,1,1.0,3.0,1.0,2020,3,17.0,2020-3,True
168084,2020024836,40.4566,-79.9779,SMALLMAN ST,1,1.0,3.0,1.0,2020,2,17.0,2020-3,True
168087,2020024850,40.3421,-79.8618,WALNUT ST,1,1.0,3.0,1.0,2020,2,17.0,2020-3,True
168112,2020025260,40.5521,-80.0233,BABCOCK BL,1,1.0,3.0,1.0,2020,7,17.0,2020-3,True
168147,2020025607,40.3119,-80.0326,LIBRARY RD,1,1.0,3.0,1.0,2020,4,17.0,2020-3,True
168156,2020025732,40.6478,-79.8474,SAXONBURG BL,1,1.0,3.0,1.0,2020,2,17.0,2020-3,True
168160,2020025802,40.3526,-79.8381,FIFTH AV,1,1.0,3.0,1.0,2020,5,17.0,2020-3,True
168164,2020025844,40.5096,-80.0038,MCKNIGHT RD,1,1.0,3.0,1.0,2020,4,17.0,2020-3,True
168199,2020026092,40.4592,-79.9707,LIBERTY AV,1,1.0,3.0,1.0,2020,6,17.0,2020-3,True
168201,2020026165,40.5411,-79.8025,HILL AV,1,1.0,3.0,1.0,2020,6,17.0,2020-3,True
168209,2020026206,40.4293,-79.9315,FORWARD AV INT./RAMP D RD,1,1.0,3.0,1.0,2020,4,17.0,2020-3,True
168248,2020026565,40.4247,-80.0088,BOGGS AV,1,1.0,3.0,1.0,2020,1,17.0,2020-3,True
168409,2020028818,40.4657,-79.9812,LOWRIE ST,1,1.0,3.0,9.0,2020,2,17.0,2020-3,True
168444,2020029316,40.4702,-79.7663,DAVIDSON RD,1,1.0,3.0,1.0,2020,4,17.0,2020-3,True
168465,2020029706,40.5303,-79.7768,COXCOMB HILL RD,1,1.0,3.0,1.0,2020,6,17.0,2020-3,True
168485,2020030019,40.4527,-79.9584,CAMP ST,1,1.0,3.0,1.0,2020,1,17.0,2020-3,True
168488,2020030054,40.4688,-79.9275,N NEGLEY AV,1,1.0,3.0,1.0,2020,1,17.0,2020-3,True
168521,2020030551,40.325,-79.7917,LINCOLN WY,1,1.0,3.0,1.0,2020,1,17.0,2020-3,True
168530,2020030661,40.3312,-79.9456,CLAIRTON BL,1,1.0,3.0,1.0,2020,4,17.0,2020-4,True
168549,2020031048,40.5372,-79.7593,LOGANS FERRY RD,1,1.0,3.0,1.0,2020,6,17.0,2020-4,True
168563,2020031248,40.5209,-79.9498,WILLIAM FLINN HW,1,1.0,3.0,1.0,2020,5,17.0,2020-4,True
168592,2020031634,40.4006,-80.086,LEE ST,1,1.0,3.0,1.0,2020,2,17.0,2020-4,True
168640,2020032362,40.4642,-79.9639,PENN AV,1,1.0,3.0,1.0,2020,1,17.0,2020-4,True
168655,2020032580,40.4277,-79.9497,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,4,17.0,2020-4,True
168708,2020033368,40.3652,-80.0181,LIBRARY RD,1,1.0,3.0,1.0,2020,6,17.0,2020-4,True
168715,2020033429,40.4588,-79.929,PENN AV,1,1.0,3.0,1.0,2020,3,17.0,2020-4,True
168716,2020033432,40.3195,-80.0269,BRIGHTWOOD RD,1,1.0,3.0,1.0,2020,4,17.0,2020-4,True
168731,2020033600,40.4383,-79.9793,5TH AV,1,1.0,3.0,1.0,2020,1,17.0,2020-4,True
168739,2020033771,40.4591,-80.0068,FOUNTAIN ST,1,1.0,3.0,1.0,2020,2,17.0,2020-4,True
168759,2020034021,40.4212,-79.9585,EAST CARSON ST,1,1.0,3.0,1.0,2020,2,17.0,2020-4,True
168780,2020034311,40.3881,-80.0512,BEVERLY RD,1,1.0,3.0,1.0,2020,4,17.0,2020-3,True
168801,2020034437,40.5238,-80.0719,JOSEPHS LN,1,1.0,3.0,1.0,2020,4,17.0,2020-4,True
168817,2020034634,40.5297,-79.9525,SPENCER LN,1,1.0,3.0,1.0,2020,6,17.0,2020-4,True
168832,2020034787,40.4772,-80.0417,OHIO RIVER BL,1,1.0,3.0,1.0,2020,7,17.0,2020-4,True
168859,2020035188,40.3853,-80.0928,WASHINGTON PK,1,1.0,3.0,1.0,2020,2,17.0,2020-4,True
168890,2020035525,40.5203,-80.038,CHALFONTE AV,1,1.0,3.0,1.0,2020,7,17.0,2020-4,True
168923,2020035937,40.4596,-79.8099,BEACHTREE RD,1,1.0,3.0,1.0,2020,6,17.0,2020-5,True
168938,2020036090,40.4486,-80.0023,SANDUSKY ST,1,1.0,3.0,1.0,2020,7,17.0,2020-5,True
168949,2020036253,40.4346,-79.9546,BOULEVARD OF THE ALLIES BL,1,1.0,3.0,1.0,2020,1,17.0,2020-5,True
168959,2020036476,40.6095,-79.921,MIDDLE RD,1,1.0,3.0,1.0,2020,2,17.0,2020-5,True
168962,2020036544,40.3859,-79.9671,CHURCHVIEW AV,1,1.0,3.0,1.0,2020,2,17.0,2020-5,True
169006,2020037204,40.3892,-79.9339,MIFFLIN RD,1,1.0,3.0,1.0,2020,5,17.0,2020-5,True
169026,2020037464,40.5459,-80.017,BROWNS LN,1,1.0,3.0,1.0,2020,6,17.0,2020-5,True
169092,2020038474,40.454,-79.9526,MELWOOD AV,1,1.0,3.0,1.0,2020,4,17.0,2020-5,True
169150,2020039094,40.4874,-79.8961,FREEPORT RD,1,1.0,3.0,1.0,2020,7,17.0,2020-5,True
169151,2020039097,40.3614,-79.832,HIGHLAND AV,1,1.0,3.0,1.0,2020,7,17.0,2020-5,True
169152,2020039123,40.3445,-79.8385,DE LONG AL,1,1.0,3.0,1.0,2020,7,17.0,2020-5,True
169185,2020039523,40.3401,-79.9675,CURRY HOLLOW RD,1,1.0,3.0,1.0,2020,2,17.0,2020-5,True
169205,2020039794,40.4588,-80.0213,SAINT MARKS PL,1,1.0,3.0,1.0,2020,3,17.0,2020-5,True
169208,2020039917,40.42,-80.0506,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,2,17.0,2020-5,True
169210,2020039923,40.3846,-79.8241,LINCOLN HW,1,1.0,3.0,1.0,2020,3,17.0,2020-5,True
169263,2020040607,40.3345,-79.8495,25TH ST,1,1.0,3.0,1.0,2020,6,17.0,2020-5,True
169283,2020040755,40.421,-80.0006,ESTELLA AV,1,1.0,3.0,1.0,2020,7,17.0,2020-5,True
169285,2020040782,40.3893,-79.9855,BROWNSVILLE RD,1,1.0,3.0,1.0,2020,7,17.0,2020-5,True
169291,2020040831,40.4047,-79.9981,CAMFIELD ST,1,1.0,3.0,1.0,2020,7,17.0,2020-5,True
169351,2020041358,40.4517,-79.9831,PENN AV,1,1.0,3.0,1.0,2020,3,17.0,2020-5,True
169361,2020041466,40.4675,-79.8961,VASSAR ST,1,1.0,3.0,1.0,2020,3,17.0,2020-5,True
169373,2020041586,40.4929,-79.899,ALLEGHENY VALLEY EX,1,1.0,3.0,1.0,2020,1,17.0,2020-5,True
169380,2020041687,40.5043,-80.0282,NORTH HILLS EX,1,1.0,3.0,1.0,2020,2,17.0,2020-3,True
169396,2020041941,40.4617,-79.9221,CENTRE AV,1,1.0,3.0,1.0,2020,5,17.0,2020-5,True
169397,2020041980,40.4926,-79.9103,HIGHLAND PK BR,1,1.0,3.0,1.0,2020,1,17.0,2020-5,True
169399,2020042020,40.4143,-79.9945,BAUSMAN ST,1,1.0,3.0,1.0,2020,5,17.0,2020-5,True
169401,2020042054,40.5301,-80.2308,BRODHEAD RD,1,1.0,3.0,1.0,2020,1,17.0,2020-5,True
169413,2020042189,40.4473,-80.1584,CAMPBELLS RUN RD,1,1.0,3.0,1.0,2020,6,17.0,2020-5,True
169418,2020042239,40.4331,-80.0286,SAW MILL RUN BL,1,1.0,3.0,1.0,2020,3,17.0,2020-5,True
169432,2020042356,40.4855,-80.0091,VENTURE ST INT/RP H RD,1,1.0,3.0,1.0,2020,4,17.0,2020-5,True
169456,2020042693,40.3854,-79.8218,WARREN DR,1,1.0,3.0,1.0,2020,3,17.0,2020-5,True
169471,2020042972,40.4951,-80.1661,HASSAM RD,1,1.0,3.0,1.0,2020,5,17.0,2020-5,True
169474,2020042992,40.4116,-80.0793,CARNEGIE INT/RAMP B RD,1,1.0,3.0,1.0,2020,3,17.0,2020-6,True
169483,2020043126,40.3492,-80.0933,LESNETT RD,1,1.0,3.0,1.0,2020,3,17.0,2020-6,True
169503,2020043479,40.3114,-79.9378,CLAIRTON RD,1,1.0,3.0,1.0,2020,1,17.0,2020-5,True
169539,2020043886,40.4489,-79.8939,THOMAS BL,1,1.0,3.0,1.0,2020,6,17.0,2020-6,True
169540,2020043912,40.4342,-79.8951,OVERTON ST,1,1.0,3.0,1.0,2020,6,17.0,2020-6,True
169562,2020044082,40.4046,-80.0172,WOODWARD AV,1,1.0,3.0,1.0,2020,7,17.0,2020-6,True
169579,2020044281,40.507,-80.0842,FOREST AV,1,1.0,3.0,1.0,2020,3,17.0,2020-5,True
169584,2020044332,40.5215,-79.9488,WILLIAM FLINN HW,1,1.0,3.0,1.0,2020,3,17.0,2020-6,True
169612,2020044600,40.4141,-80.0097,SAW MILL RUN BL,1,1.0,3.0,1.0,2020,2,17.0,2020-6,True
169627,2020044812,40.4831,-80.0488,OHIO RIVER BL,1,1.0,3.0,1.0,2020,2,17.0,2020-6,True
169660,2020045234,40.4774,-79.7416,SALTSBURG RD,1,1.0,3.0,1.0,2020,3,17.0,2020-6,True
169669,2020045314,40.634,-79.9399,WILLIAM FLINN HW,1,1.0,3.0,1.0,2020,4,17.0,2020-6,True
169691,2020045613,40.4507,-79.8437,LONG RD,1,1.0,3.0,3.0,2020,5,17.0,2020-6,True
169725,2020045882,40.3444,-79.884,5TH AV,1,1.0,3.0,1.0,2020,6,17.0,2020-6,True
169726,2020045884,40.4317,-79.9587,BATES ST INT/RAMP B RD,1,1.0,3.0,1.0,2020,6,17.0,2020-6,True
169779,2020046559,40.4232,-80.1048,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,4,17.0,2020-6,True
169784,2020046607,40.5236,-80.1844,CEDAR DR,1,1.0,3.0,1.0,2020,7,17.0,2020-5,True
169788,2020046639,40.4886,-80.0436,WINHURST ST,1,1.0,3.0,1.0,2020,2,17.0,2020-6,True
169806,2020047045,40.491,-79.8673,FREEPORT RD,1,1.0,3.0,1.0,2020,2,17.0,2020-6,True
169810,2020047058,40.4391,-80.0624,UNION AV,1,1.0,3.0,1.0,2020,2,17.0,2020-6,True
169835,2020047428,40.4794,-80.0309,BRIGHTON RD,1,1.0,3.0,1.0,2020,4,17.0,2020-6,True
169836,2020047429,40.4616,-79.7598,CENTER RD,1,1.0,3.0,1.0,2020,4,17.0,2020-6,True
169846,2020047594,40.5654,-80.0085,PEEBLES RD,1,1.0,3.0,1.0,2020,3,17.0,2020-6,True
169858,2020047745,40.276,-79.8916,RAMP RD/TO SR 0051 RD,1,1.0,3.0,1.0,2020,5,17.0,2020-6,True
169859,2020047747,40.5156,-79.8936,SQUAW RUN RD,1,1.0,3.0,1.0,2020,5,17.0,2020-6,True
169888,2020048063,40.6593,-79.8828,BAKERSTOWN RD,1,1.0,3.0,1.0,2020,5,17.0,2020-6,True
169901,2020048155,40.4323,-80.0238,FORT PITT TN,1,1.0,3.0,1.0,2020,3,17.0,2020-6,True
169909,2020048240,40.3693,-79.9106,MCBRIDE ST,1,1.0,3.0,1.0,2020,7,17.0,2020-6,True
169946,2020048643,40.4298,-79.8849,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,5,17.0,2020-6,True
169953,2020048808,40.4651,-80.1093,PITCHFORK RD,1,1.0,3.0,1.0,2020,1,17.0,2020-6,True
169994,2020049421,40.3658,-79.8582,TEXAS AV,1,1.0,3.0,1.0,2020,7,17.0,2020-6,True
169995,2020049430,40.4632,-79.9045,LINCOLN AV,1,1.0,3.0,1.0,2020,3,17.0,2020-5,True
170000,2020049468,40.4183,-80.0299,BANKSVILLE AV,1,1.0,3.0,1.0,2020,4,17.0,2020-6,True
170008,2020049608,40.3227,-79.8914,8TH ST,1,1.0,3.0,1.0,2020,1,17.0,2020-6,True
170014,2020049686,40.4231,-80.1042,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,4,17.0,2020-6,True
170065,2020050173,40.2743,-79.9474,GILL HALL RD,1,1.0,3.0,1.0,2020,6,17.0,2020-6,True
170079,2020050260,40.2757,-79.8925,SR 0051 HW,1,1.0,3.0,1.0,2020,3,17.0,2020-6,True
170102,2020050503,40.5204,-80.063,NORTH HILLS EX,1,1.0,3.0,1.0,2020,4,17.0,2020-6,True
170143,2020050840,40.4264,-80.0309,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,6,17.0,2020-6,True
170160,2020051000,40.3605,-79.8454,DUQUESNE BR,1,1.0,3.0,1.0,2020,6,17.0,2020-6,True
170178,2020051112,40.4431,-79.9538,FORBES AV,1,1.0,3.0,1.0,2020,6,17.0,2020-6,True
170187,2020051163,40.4349,-79.7548,DAUGHERTY DR,1,1.0,3.0,1.0,2020,5,17.0,2020-6,True
170188,2020051164,40.485,-79.8177,LEECHBURG RD,1,1.0,3.0,1.0,2020,3,17.0,2020-6,True
170189,2020051170,40.5408,-79.8165,FREEPORT RD,1,1.0,3.0,1.0,2020,3,17.0,2020-6,True
170211,2020051434,40.4201,-80.0504,GREENTREE INT/RAMP K RD,1,1.0,3.0,1.0,2020,2,17.0,2020-6,True
170217,2020051514,40.4612,-79.9208,LARIMER AV,1,1.0,3.0,1.0,2020,4,17.0,2020-7,True
170218,2020051515,40.378,-79.828,OVERHILL DR,1,1.0,3.0,1.0,2020,4,17.0,2020-7,True
170248,2020051844,40.2579,-79.8472,SCENERY DR,1,1.0,3.0,1.0,2020,5,17.0,2020-7,True
170276,2020052212,40.422,-80.106,PITTSBURGH INT/RAMP D RD,1,1.0,3.0,1.0,2020,2,17.0,2020-6,True
170281,2020052280,40.3367,-79.9711,CURRY HOLLOW RD,1,1.0,3.0,1.0,2020,7,17.0,2020-7,True
170318,2020052809,40.3278,-80.0662,COUNTRY CLUB DR,1,1.0,3.0,1.0,2020,6,17.0,2020-7,True
170321,2020052897,40.3857,-80.0539,MCCULLY ST,1,1.0,3.0,1.0,2020,2,17.0,2020-7,True
170330,2020053036,40.4425,-79.7867,PENN LINCOLN PY,1,1.0,3.0,1.0,2020,6,17.0,2020-7,True
