,crash_id,lat,long,street,severity,illumination,weather,road_conditon,year,day,hour,date,day_n_nite_dummy
160041,2019135196,40.4485,-80.1669,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,4,6.0,2019-12,False
160042,2019131721,40.4773,-80.0317,BRIGHTON RD,1,3.0,3.0,1.0,2019,6,17.0,2019-12,False
160043,2019131722,40.387,-79.9326,BALDWIN RD,1,1.0,3.0,1.0,2019,6,15.0,2019-12,True
160044,2019131723,40.5242,-79.906,OLD MILL RD,1,2.0,3.0,9.0,2019,6,16.0,2019-12,False
160045,2019115678,40.3554,-80.1066,LAUREL ST,1,3.0,3.0,1.0,2019,6,0.0,2019-11,False
160046,2019115686,40.4223,-79.8957,AURELIUS ST,1,3.0,3.0,1.0,2019,3,23.0,2019-11,False
160049,2019119873,40.5401,-80.2427,BOGGS SCHOOL RD,1,3.0,3.0,1.0,2019,1,5.0,2019-11,False
160050,2019119874,40.3694,-80.0336,MOUNT LEBANON BL,1,3.0,3.0,1.0,2019,5,20.0,2019-11,False
160052,2019119935,40.5104,-80.262,CARGO RD,1,2.0,3.0,1.0,2019,6,17.0,2019-11,False
160053,2019115704,40.4467,-80.0316,WEST CARSON ST,1,3.0,3.0,1.0,2019,4,3.0,2019-11,False
160054,2019115717,40.4377,-79.9851,FORBES AV,1,1.0,3.0,1.0,2019,4,6.0,2019-11,True
160056,2019115727,40.4801,-80.0411,CALIFORNIA AV,1,1.0,3.0,1.0,2019,3,13.0,2019-11,True
160057,2019135197,40.4487,-80.1669,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,4,6.0,2019-12,False
160058,2019135202,40.4363,-80.1478,PENN LINCOLN PY,1,3.0,3.0,9.0,2019,4,18.0,2019-12,False
160059,2019135203,40.4119,-80.0678,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,5,0.0,2019-12,False
160060,2019131734,40.4531,-79.9796,LIBERTY AV,1,2.0,3.0,1.0,2019,6,18.0,2019-12,False
160061,2019131735,40.4607,-79.9227,CENTRE AV,1,3.0,3.0,1.0,2019,6,20.0,2019-12,False
160062,2019131736,40.5869,-80.0468,PINE CREEK RD,1,3.0,3.0,1.0,2019,6,18.0,2019-12,False
160063,2019131738,40.352,-79.8597,HUEY ST,1,1.0,3.0,1.0,2019,6,16.0,2019-12,True
160064,2019135213,40.4258,-79.9011,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,6,14.0,2019-12,True
160065,2019135236,40.4502,-80.1169,STEUBENVILLE PK,1,1.0,3.0,1.0,2019,2,12.0,2019-12,True
160066,2019135237,40.4283,-79.9274,SQUIRREL HILL TN,1,1.0,3.0,1.0,2019,2,14.0,2019-12,True
160067,2019135239,40.4259,-79.901,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,2,18.0,2019-12,False
160069,2019131770,40.6532,-80.0795,NORTHGATE DR,1,2.0,3.0,1.0,2019,4,20.0,2019-12,False
160070,2019131772,40.6454,-80.0545,TWIN OAK DR,1,2.0,3.0,1.0,2019,6,17.0,2019-12,False
160071,2019131773,40.4579,-80.0073,FEDERAL ST,1,3.0,3.0,1.0,2019,6,22.0,2019-12,False
160072,2019113717,40.5531,-80.1085,RIDGE RD,1,2.0,3.0,1.0,2019,3,18.0,2019-11,False
160074,2019113772,40.433,-79.7314,NEW WM PENN HW,1,1.0,3.0,1.0,2019,6,17.0,2019-11,True
160075,2019108571,40.3904,-79.9967,SAW MILL RUN BL,1,1.0,3.0,1.0,2019,1,11.0,2019-10,True
160076,2019108574,40.4499,-79.9034,PENN AV,1,1.0,3.0,1.0,2019,1,12.0,2019-10,True
160077,2019108575,40.5642,-79.7722,NEW KENSINGTON BR,1,1.0,3.0,1.0,2019,1,10.0,2019-10,True
160078,2019113778,40.5095,-80.2119,FOREST GREEN DR,1,1.0,3.0,1.0,2019,2,8.0,2019-10,True
160079,2019113779,40.4999,-80.2193,AIRSIDE BUS PARK DR,1,1.0,3.0,1.0,2019,6,12.0,2019-11,True
160080,2019113805,40.4482,-80.0104,TONY DORSETT DR,1,3.0,3.0,1.0,2019,6,17.0,2019-11,False
160081,2019113816,40.4088,-79.8207,MONROEVILLE AV,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
160082,2019132558,40.4646,-79.9386,N ATLANTIC AV,1,1.0,3.0,9.0,2019,2,11.0,2019-12,True
160083,2019132560,40.462,-79.9056,WASHINGTON BL,1,1.0,3.0,1.0,2019,2,11.0,2019-12,True
160084,2019132565,40.4961,-80.0553,CITIZENS WY,1,1.0,3.0,9.0,2019,2,12.0,2019-12,True
160085,2019132566,40.3379,-80.0512,FORT COUCH RD,1,1.0,3.0,1.0,2019,1,12.0,2019-12,True
160086,2019108620,40.4302,-80.0137,MERRIMAC ST,1,1.0,3.0,1.0,2019,1,12.0,2019-10,True
160087,2019108624,40.3246,-79.7908,LINCOLN WY,1,1.0,3.0,1.0,2019,1,13.0,2019-10,True
160088,2019108630,40.3316,-79.9861,CURRY HOLLOW RD,1,1.0,3.0,1.0,2019,1,8.0,2019-10,True
160089,2019108632,40.4044,-79.7624,MOSSIDE BL,1,1.0,3.0,1.0,2019,3,16.0,2019-10,True
160090,2019131776,40.4192,-79.8887,MONONGAHELA AV,1,3.0,3.0,1.0,2019,6,21.0,2019-12,False
160091,2019131782,40.3898,-79.9829,BECKS RUN RD,1,3.0,3.0,1.0,2019,6,23.0,2019-12,False
160092,2019131786,40.5034,-80.0251,CEMETERY LN,1,1.0,3.0,1.0,2019,5,7.0,2019-12,True
160093,2019131793,40.4576,-79.9962,SPRING GARDEN AV,1,3.0,3.0,1.0,2019,7,3.0,2019-12,False
160094,2019108640,40.3482,-79.9464,LEBANON CHURCH RD,1,1.0,3.0,1.0,2019,5,15.0,2019-10,True
160095,2019108653,40.4225,-80.0038,LIBERTY TN,1,1.0,3.0,1.0,2019,1,15.0,2019-10,True
160097,2019119937,40.3682,-79.9104,MIFFLIN RD,1,3.0,3.0,1.0,2019,6,17.0,2019-11,False
160099,2019119940,40.415,-80.0113,WARRINGTON AV,1,3.0,3.0,1.0,2019,6,19.0,2019-11,False
160100,2019119976,40.523,-79.8184,EAST/WEST TU,1,1.0,3.0,1.0,2019,4,12.0,2019-11,True
160101,2019132581,40.454,-80.0145,BRIGHTON RD,1,1.0,3.0,1.0,2019,2,12.0,2019-12,True
160102,2019132583,40.4946,-79.8594,FREEPORT RD,1,1.0,3.0,1.0,2019,6,13.0,2019-12,True
160103,2019132584,40.6304,-79.7638,BULL CREEK RD,1,2.0,3.0,2.0,2019,7,19.0,2019-12,False
160104,2019132585,40.6337,-80.057,VILLAGE RUN RD,1,1.0,3.0,1.0,2019,7,10.0,2019-12,True
160105,2019131799,40.4785,-79.9675,EAST OHIO ST,1,3.0,3.0,1.0,2019,7,3.0,2019-12,False
160107,2019131812,40.4035,-80.0155,PIONEER AV,1,3.0,3.0,1.0,2019,7,5.0,2019-12,False
160109,2019132598,40.5076,-79.8568,ALLEGHENY VALLEY EX,1,2.0,3.0,1.0,2019,6,18.0,2019-12,False
160110,2019132636,40.4944,-79.9044,ALLEGHENY VALLEY EX,1,1.0,3.0,1.0,2019,6,9.0,2019-12,True
160111,2019132637,40.4924,-79.8739,ALLEGHENY VALLEY EX,1,1.0,3.0,1.0,2019,6,9.0,2019-12,True
160112,2019132653,40.6552,-80.0868,PERRY HW,1,1.0,3.0,1.0,2019,2,11.0,2019-12,True
160114,2019108671,40.407,-80.0042,SAW MILL RUN BL,1,1.0,3.0,1.0,2019,1,17.0,2019-10,True
160115,2019108692,40.4407,-79.7675,CENTER RD,1,1.0,3.0,1.0,2019,5,17.0,2019-10,True
160116,2019108697,40.3539,-79.9148,RODEO DR,1,2.0,3.0,1.0,2019,6,18.0,2019-10,False
160117,2019006992,40.4289,-79.9325,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,7,8.0,2019-1,True
160120,2019007610,40.3379,-79.9519,CLAIRTON BL,1,1.0,3.0,1.0,2019,2,16.0,2019-1,True
160122,2019008260,40.4529,-79.9207,SHADY AV,1,3.0,3.0,9.0,2019,4,0.0,2019-1,False
160123,2019008540,40.5845,-80.0423,PERRY HW,1,1.0,3.0,1.0,2019,2,11.0,2019-1,True
160124,2019008797,40.5032,-80.1369,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,5,7.0,2019-1,True
160125,2019097240,40.4561,-80.0802,SUMMERDALE ST,1,1.0,3.0,1.0,2019,6,18.0,2019-9,True
160126,2019097246,40.3151,-80.0295,LIBRARY RD,1,1.0,3.0,1.0,2019,1,16.0,2019-9,True
160127,2019097294,40.4909,-79.8809,ALLEGHENY VALLEY EX,1,3.0,3.0,1.0,2019,4,2.0,2019-7,False
160128,2019097296,40.5642,-80.2091,OHIO RIVER BL,1,1.0,3.0,1.0,2019,6,16.0,2019-9,True
160129,2019113817,40.5171,-79.959,MT ROYAL BL,1,1.0,3.0,1.0,2019,4,17.0,2019-11,True
160130,2019113819,40.5182,-80.2764,AIRPORT PY,1,1.0,3.0,1.0,2019,7,11.0,2019-8,True
160131,2019113832,40.6205,-80.096,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,4,12.0,2019-10,True
160132,2019113842,40.4258,-79.9016,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,6,23.0,2019-10,False
160133,2019132655,40.5497,-79.9593,ELFINWILD RD,1,1.0,3.0,1.0,2019,2,12.0,2019-12,True
160134,2019132678,40.4735,-80.0156,MARSHALL AV,1,1.0,3.0,1.0,2019,2,15.0,2019-12,True
160135,2019132697,40.6218,-79.9434,WILLIAM FLINN HW,1,1.0,3.0,1.0,2019,6,16.0,2019-12,True
160136,2019108700,40.4329,-79.9967,LIBERTY BR,1,3.0,3.0,1.0,2019,1,18.0,2019-10,False
160137,2019108701,40.3901,-79.9725,STEINER ST,1,3.0,3.0,9.0,2019,7,22.0,2019-10,False
160139,2019132723,40.328,-79.9384,LEWIS RUN RD,1,3.0,3.0,1.0,2019,7,19.0,2019-12,False
160140,2019132750,40.5896,-80.0986,RAYMOND P SHAFER HW,1,3.0,3.0,1.0,2019,5,19.0,2019-11,False
160144,2019135250,40.4172,-80.0569,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,4,20.0,2019-12,False
160146,2019119990,40.4723,-79.9282,STANTON AV,1,2.0,3.0,1.0,2019,6,17.0,2019-11,False
160147,2019119991,40.4697,-79.9211,STANTON AV,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
160148,2019120000,40.5381,-79.8329,FREEPORT RD,1,3.0,3.0,1.0,2019,6,18.0,2019-11,False
160150,2019009124,40.4513,-79.9255,WOODLAND DR,1,3.0,3.0,1.0,2019,5,17.0,2019-1,False
160151,2019009351,40.6427,-80.0675,PERRY HW,1,1.0,3.0,1.0,2019,3,7.0,2019-1,True
160152,2019009498,40.5431,-79.8284,GULF LAB RD,1,1.0,3.0,1.0,2019,3,11.0,2019-1,True
160153,2019009736,40.3951,-79.8206,GREENSBURG PK,1,2.0,3.0,2.0,2019,6,21.0,2019-1,False
160155,2019113861,40.4258,-79.9032,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,4,17.0,2019-11,False
160156,2019113878,40.3605,-79.9077,BUTTERMILK HOLLOW RD,1,1.0,3.0,1.0,2019,6,16.0,2019-11,True
160157,2019113889,40.3448,-79.942,MOUNTAIN VIEW DR,1,1.0,3.0,1.0,2019,3,12.0,2019-11,True
160158,2019120029,40.499,-80.2585,AIRPORT BL,1,3.0,3.0,1.0,2019,6,23.0,2019-11,False
160159,2019120030,40.4216,-79.9974,BELTZHOOVER AV,1,3.0,3.0,1.0,2019,7,1.0,2019-11,False
160160,2019120032,40.427,-79.9295,FLEMINGTON ST,1,3.0,3.0,1.0,2019,7,1.0,2019-11,False
160161,2019120042,40.3396,-79.828,TULIP ST,1,3.0,3.0,1.0,2019,7,3.0,2019-11,False
160162,2019115729,40.3653,-80.1083,WASHINGTON PK,1,1.0,3.0,1.0,2019,7,12.0,2019-11,True
160163,2019115732,40.6293,-80.0565,NORTH CHURCH RD,1,1.0,3.0,1.0,2019,3,8.0,2019-11,True
160164,2019115742,40.443,-80.0527,OBEY ST,1,1.0,3.0,1.0,2019,4,8.0,2019-11,True
160166,2019009956,40.4603,-79.9707,31ST ST,1,1.0,3.0,1.0,2019,2,15.0,2019-1,True
160169,2019010869,40.4569,-79.7588,CENTER RD,1,1.0,3.0,9.0,2019,7,15.0,2019-1,True
160170,2019011485,40.4587,-79.9983,EAST ST,1,3.0,3.0,1.0,2019,4,2.0,2019-1,False
160171,2019011843,40.496,-80.1838,EWING RD,1,1.0,3.0,1.0,2019,4,17.0,2019-1,True
160172,2019012084,40.4354,-79.7556,MOSSIDE BL,1,1.0,3.0,1.0,2019,6,16.0,2019-1,True
160173,2019115751,40.3482,-79.9473,MALL EN,1,1.0,3.0,1.0,2019,4,8.0,2019-11,True
160176,2019115771,40.5093,-80.0917,OHIO RIVER BL,1,1.0,3.0,9.0,2019,4,7.0,2019-11,True
160177,2019135270,40.4205,-80.0392,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,6,10.0,2019-12,True
160183,2019012687,40.3719,-79.9124,LEASIDE DR,1,1.0,3.0,1.0,2019,7,13.0,2019-2,True
160184,2019012966,40.4927,-79.8188,HAMIL RD,1,3.0,3.0,9.0,2019,7,22.0,2019-2,False
160185,2019055539,40.392,-79.9733,WATERMAN AV,1,1.0,3.0,1.0,2019,6,18.0,2019-5,True
160186,2019055548,40.3614,-79.8321,BOWMAN AV,1,3.0,3.0,1.0,2019,7,3.0,2019-6,False
160187,2019055559,40.4484,-79.971,WYLIE AV,1,3.0,3.0,1.0,2019,7,3.0,2019-6,False
160188,2019055567,40.3891,-79.8754,GLENCAIRN ST,1,1.0,3.0,1.0,2019,6,16.0,2019-5,True
160189,2019135323,40.249,-79.8771,ROBERTS HOLLOW RD,1,3.0,3.0,1.0,2019,2,17.0,2019-12,False
160191,2019135331,40.5851,-79.8277,LITTLE DEER CREEK RD,1,2.0,3.0,1.0,2019,1,19.0,2019-12,False
160192,2019135336,40.4568,-79.9988,TRIPOLI ST,1,3.0,3.0,9.0,2019,6,4.0,2019-12,False
160194,2019108767,40.4481,-79.7095,OLD FRANKSTOWN RD,1,1.0,3.0,1.0,2019,1,17.0,2019-10,True
160196,2019108773,40.6566,-80.0891,PERRY HW,1,3.0,3.0,1.0,2019,6,23.0,2019-10,False
160197,2019013316,40.509,-79.7631,ELICKER RD,1,1.0,3.0,1.0,2019,1,14.0,2019-2,True
160199,2019013993,40.3561,-80.0504,WASHINGTON RD,1,1.0,3.0,1.0,2019,1,14.0,2019-2,True
160201,2019108779,40.2921,-79.9638,COCHRAN MILL RD,1,3.0,3.0,1.0,2019,1,1.0,2019-10,False
160202,2019108782,40.4679,-80.0137,WILSON AV,1,3.0,3.0,1.0,2019,7,4.0,2019-10,False
160203,2019108792,40.6716,-80.0826,FREEPORT RD,1,2.0,3.0,1.0,2019,1,22.0,2019-10,False
160204,2019108797,40.4852,-79.8569,ALLEGHENY RIVER BL,1,3.0,3.0,1.0,2019,2,0.0,2019-10,False
160205,2019120046,40.4235,-79.8572,LINCOLN HW,1,3.0,3.0,1.0,2019,7,1.0,2019-11,False
160206,2019120048,40.4482,-79.9869,16TH ST,1,3.0,3.0,1.0,2019,7,0.0,2019-11,False
160208,2019115774,40.6681,-80.0209,BAKERSTOWN/WARRENDALE RD,1,1.0,3.0,2.0,2019,4,8.0,2019-11,True
160210,2019115776,40.623,-80.0637,BRENNAN RD,1,1.0,3.0,9.0,2019,4,9.0,2019-11,True
160211,2019115778,40.4266,-79.7244,NORTHERN PK,1,1.0,3.0,1.0,2019,4,11.0,2019-11,True
160212,2019055569,40.4537,-79.9264,WALNUT ST,1,3.0,3.0,1.0,2019,7,3.0,2019-6,False
160213,2019056199,40.5682,-80.0165,BABCOCK BL,1,1.0,3.0,1.0,2019,6,10.0,2019-5,True
160214,2019056203,40.4943,-80.0531,LINCOLN AV,1,1.0,3.0,1.0,2019,2,12.0,2019-6,True
160215,2019056213,40.3515,-80.1175,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,5,17.0,2019-5,True
160216,2019108802,40.4207,-79.9916,ARLINGTON AV,1,3.0,3.0,1.0,2019,5,2.0,2019-10,False
160218,2019108809,40.4552,-79.8852,FRANKSTOWN AV,1,3.0,3.0,9.0,2019,1,2.0,2019-10,False
160219,2019108818,40.3445,-79.884,MANSFIELD BR,1,3.0,3.0,9.0,2019,7,23.0,2019-10,False
160222,2019056217,40.4286,-79.9458,PENN LINCOLN PY,1,1.0,3.0,9.0,2019,1,11.0,2019-5,True
160223,2019056228,40.6601,-80.0909,RAYMOND P SHAFER HW,1,1.0,3.0,1.0,2019,6,15.0,2019-5,True
160224,2019056253,40.3716,-80.0999,MURRAY AV,1,1.0,3.0,1.0,2019,2,9.0,2019-6,True
160225,2019056308,40.3159,-80.0014,MAPLE SPRINGS DR,1,1.0,3.0,1.0,2019,1,19.0,2019-6,True
160226,2019135348,40.485,-79.8349,CRESTMONT AV,1,3.0,3.0,1.0,2019,2,6.0,2019-12,False
160227,2019135365,40.4483,-80.0099,REEDSDALE ST,1,3.0,3.0,1.0,2019,1,3.0,2019-12,False
160228,2019135384,40.3701,-79.8294,PITTSBURGH MCKEESPORT RD,1,2.0,3.0,1.0,2019,7,1.0,2019-12,False
160230,2019056894,40.2738,-79.9006,SR 0051 HW,1,1.0,3.0,1.0,2019,3,16.0,2019-6,True
160231,2019057319,40.4652,-79.8391,FRANKSTOWN RD,1,3.0,3.0,1.0,2019,5,1.0,2019-6,False
160232,2019057741,40.3909,-79.9967,SAW MILL RUN BL,1,1.0,3.0,1.0,2019,5,16.0,2019-6,True
160233,2019055852,40.4346,-79.9331,BARTLETT ST,1,1.0,3.0,1.0,2019,1,9.0,2019-6,True
160234,2019120072,40.568,-80.0495,SLOOP RD,1,1.0,3.0,1.0,2019,6,14.0,2019-11,True
160235,2019120081,40.3771,-79.994,PROVOST RD,1,1.0,3.0,1.0,2019,2,14.0,2019-11,True
160236,2019120087,40.4744,-80.0148,MARSHALL AV,1,3.0,3.0,1.0,2019,7,4.0,2019-11,False
160237,2019120093,40.593,-79.9479,WILLIAM FLINN HW,1,2.0,3.0,1.0,2019,6,17.0,2019-11,False
160238,2019108852,40.4408,-79.7837,FOX HILL DR,1,1.0,3.0,1.0,2019,2,8.0,2019-10,True
160239,2019108855,40.3104,-79.9902,RIDGE RD,1,1.0,3.0,1.0,2019,1,13.0,2019-10,True
160240,2019108861,40.5388,-80.1248,GLENFIELD RD,1,1.0,3.0,9.0,2019,1,11.0,2019-10,True
160241,2019108877,40.4792,-80.0308,BRIGHTON RD,1,1.0,3.0,1.0,2019,2,9.0,2019-10,True
160244,2019132820,40.4275,-79.8909,PENN LINCOLN PY,1,3.0,3.0,1.0,2019,5,17.0,2019-12,False
160247,2019108907,40.4138,-79.9227,PARKVIEW BL,1,1.0,3.0,1.0,2019,3,14.0,2019-10,True
160248,2019108912,40.4789,-80.043,BRIGHTON HEIGHTS BL,1,1.0,3.0,1.0,2019,2,12.0,2019-10,True
160249,2019055853,40.5254,-79.8399,HULTON BRIDGE RD,1,1.0,3.0,1.0,2019,3,13.0,2019-5,True
160250,2019055869,40.4613,-79.9342,FRIENDSHIP AV,1,1.0,3.0,1.0,2019,1,7.0,2019-6,True
160251,2019055873,40.6534,-80.0679,WARRENDALE BAYNE RD,1,1.0,3.0,1.0,2019,7,12.0,2019-6,True
160253,2019120102,40.3975,-80.1061,NOBLESTOWN RD,1,1.0,3.0,1.0,2019,7,14.0,2019-11,True
160254,2019120104,40.4789,-80.043,BRIGHTON HEIGHTS BL,1,1.0,3.0,1.0,2019,7,8.0,2019-11,True
160255,2019120105,40.4469,-79.8942,EAST END AV,1,1.0,3.0,1.0,2019,7,9.0,2019-11,True
160256,2019120108,40.4547,-80.2336,ALLEGHENY RD,1,1.0,3.0,1.0,2019,7,7.0,2019-11,True
160257,2019115781,40.5321,-80.1752,OHIO RIVER BL,1,1.0,3.0,1.0,2019,4,6.0,2019-11,True
160259,2019115792,40.4643,-79.823,JEFFERSON RD,1,1.0,3.0,9.0,2019,4,10.0,2019-11,True
160260,2019115803,40.4895,-80.0587,OHIO RIVER BL,1,1.0,3.0,1.0,2019,4,10.0,2019-11,True
160262,2019120116,40.4318,-79.7912,MALL BL,1,1.0,3.0,1.0,2019,3,14.0,2019-11,True
160263,2019120120,40.6232,-80.0537,PERRY HW,1,1.0,3.0,1.0,2019,7,9.0,2019-11,True
160264,2019120123,40.4751,-80.0993,FAIRHAVEN RD,1,1.0,3.0,1.0,2019,7,11.0,2019-11,True
160265,2019108938,40.5818,-79.8714,EAST/WEST TU,1,1.0,3.0,1.0,2019,4,13.0,2019-10,True
160266,2019108964,40.6179,-79.9809,EAST/WEST TU,1,1.0,3.0,1.0,2019,5,17.0,2019-10,True
160267,2019108974,40.5204,-79.8047,EAST/WEST PK,1,2.0,3.0,1.0,2019,7,6.0,2019-10,False
160268,2019108998,40.4035,-80.0406,POTOMAC AV,1,1.0,3.0,1.0,2019,2,12.0,2019-10,True
160269,2019056055,40.4617,-79.9221,CENTRE AV,1,1.0,3.0,1.0,2019,2,20.0,2019-5,True
160270,2019056070,40.5933,-80.0055,INGOMAR RD,1,2.0,3.0,1.0,2019,1,1.0,2019-6,False
160271,2019056072,40.3451,-80.0274,BETHEL CHURCH RD,1,1.0,3.0,9.0,2019,7,20.0,2019-5,True
160272,2019056074,40.6034,-79.7553,E 8TH AV,1,3.0,3.0,1.0,2019,1,22.0,2019-6,False
160273,2019014633,40.5877,-79.7769,ALLEGHENY VALLEY EX,1,1.0,3.0,9.0,2019,6,14.0,2019-2,True
160274,2019014939,40.4454,-79.7732,EVERGREEN DR,1,3.0,3.0,1.0,2019,3,19.0,2019-2,False
160278,2019015801,40.3367,-79.9488,CLAIRTON BL,1,1.0,3.0,1.0,2019,5,12.0,2019-2,True
160281,2019056075,40.4774,-79.9534,KENT WY,1,3.0,3.0,1.0,2019,1,22.0,2019-6,False
160282,2019056372,40.4176,-79.8818,ELLESMERE ST,1,3.0,3.0,1.0,2019,7,1.0,2019-6,False
160283,2019056380,40.4411,-80.0197,WEST CARSON ST,1,1.0,3.0,1.0,2019,2,19.0,2019-6,True
160284,2019056409,40.4861,-79.9142,HIGHLAND PK BR,1,3.0,3.0,1.0,2019,3,0.0,2019-6,False
160288,2019018290,40.619,-80.0554,PERRY HW,1,1.0,3.0,1.0,2019,5,7.0,2019-2,True
160289,2019018839,40.3191,-79.8996,NEW ENGLAND HOLLOW RD,1,1.0,3.0,9.0,2019,5,7.0,2019-2,True
160290,2019019160,40.4666,-79.9032,APPLE ST,1,3.0,3.0,1.0,2019,6,23.0,2019-2,False
160291,2019019744,40.4926,-80.0106,NORTH HILLS EX,1,1.0,3.0,1.0,2019,7,14.0,2019-2,True
160292,2019056422,40.4898,-79.7803,EAST AL,1,3.0,3.0,1.0,2019,7,3.0,2019-6,False
160293,2019056441,40.3963,-80.0462,HELEN DR,1,1.0,3.0,1.0,2019,6,15.0,2019-5,True
160294,2019056674,40.3931,-80.1601,THOMS RUN RD,1,1.0,3.0,1.0,2019,6,18.0,2019-5,True
160295,2019056693,40.4547,-79.9944,SR 0028 HW,1,1.0,3.0,1.0,2019,3,15.0,2019-6,True
160296,2019020006,40.458,-79.9109,TORRENS ST,1,1.0,3.0,1.0,2019,2,13.0,2019-2,True
160297,2019020569,40.3897,-80.1335,HILLTOP RD,1,3.0,3.0,1.0,2019,3,19.0,2019-2,False
160299,2019021232,40.5286,-79.8041,COXCOMB HILL RD,1,2.0,3.0,9.0,2019,3,2.0,2019-2,False
160300,2019056700,40.3869,-80.0437,BOWER HILL RD,1,1.0,3.0,1.0,2019,5,9.0,2019-5,True
160301,2019056786,40.4929,-80.3066,LINCOLN HW,1,1.0,3.0,1.0,2019,3,17.0,2019-6,True
160302,2019056794,40.5078,-79.8539,POWERS RUN RD,1,1.0,3.0,1.0,2019,3,16.0,2019-6,True
160303,2019056801,40.4507,-79.8925,FINANCE SQ,1,1.0,3.0,1.0,2019,3,18.0,2019-6,True
160304,2019021433,40.4222,-79.8856,S BRADDOCK AV,1,3.0,3.0,1.0,2019,6,20.0,2019-1,False
160305,2019021857,40.5185,-80.1348,OHIO RIVER BL,1,1.0,3.0,1.0,2019,5,7.0,2019-1,True
160306,2019022230,40.3627,-80.1105,WASHINGTON AV,1,1.0,3.0,1.0,2019,6,8.0,2019-2,True
160307,2019022465,40.4522,-79.7968,THOMPSON RUN RD,1,1.0,3.0,2.0,2019,2,8.0,2019-2,True
160308,2019058103,40.4074,-79.9141,5TH AV,1,1.0,3.0,1.0,2019,4,15.0,2019-5,True
160310,2019058635,40.4736,-79.9723,RAMP Q RD,1,1.0,3.0,1.0,2019,1,18.0,2019-6,True
160311,2019058705,40.4536,-79.9117,PENN AV,1,1.0,3.0,1.0,2019,2,7.0,2019-6,True
160312,2019022691,40.5249,-79.8589,FIELD CLUB RD,1,1.0,3.0,1.0,2019,2,18.0,2019-2,True
160313,2019023051,40.511,-80.2135,BEAVER GRADE RD,1,3.0,3.0,1.0,2019,6,19.0,2019-2,False
160316,2019024170,40.6124,-80.0544,N MEADOWS RD,1,1.0,3.0,1.0,2019,4,14.0,2019-2,True
160317,2019024370,40.4453,-79.9762,KIRKPATRICK ST,1,3.0,3.0,1.0,2019,6,19.0,2019-3,False
160318,2019024715,40.3796,-79.9255,MIFFLIN RD,1,3.0,3.0,1.0,2019,7,0.0,2019-3,False
160320,2019056934,40.5452,-79.8768,FOX CHAPEL RD,1,2.0,3.0,1.0,2019,1,1.0,2019-6,False
160321,2019056940,40.3246,-80.0751,BERKSHIRE DR,1,1.0,3.0,1.0,2019,5,11.0,2019-5,True
160322,2019056944,40.617,-79.9459,RANALLI DR,1,1.0,3.0,1.0,2019,6,13.0,2019-5,True
160325,2019025611,40.441,-80.0516,OBEY ST,1,3.0,3.0,1.0,2019,2,18.0,2019-3,False
160326,2019026024,40.4404,-80.1556,PENN LINCOLN PY,1,2.0,3.0,1.0,2019,5,17.0,2019-1,False
160328,2019026508,40.3603,-79.9607,PROSPECT RD,1,1.0,3.0,1.0,2019,4,6.0,2019-3,True
160329,2019026844,40.4742,-79.9708,WASHINGTON CROSSING BR,1,1.0,3.0,1.0,2019,3,14.0,2019-3,True
160331,2019027453,40.4422,-79.9508,SCHENLEY DR,1,1.0,3.0,1.0,2019,6,15.0,2019-3,True
160332,2019056994,40.4996,-79.7971,HULTON RD,1,1.0,3.0,1.0,2019,4,7.0,2019-6,True
160333,2019057332,40.3962,-79.9981,COLERAIN ST,1,3.0,3.0,1.0,2019,5,4.0,2019-6,False
160334,2019057336,40.5175,-80.2218,BRODHEAD RD,1,1.0,3.0,1.0,2019,3,8.0,2019-6,True
160335,2019057337,40.5255,-80.2245,SHAFER RD,1,1.0,3.0,1.0,2019,3,20.0,2019-6,True
160336,2019027640,40.4349,-79.9829,PENN LINCOLN PY,1,1.0,3.0,1.0,2019,7,15.0,2019-1,True
160337,2019027892,40.4315,-79.8931,BRADDOCK AV,1,3.0,3.0,1.0,2019,7,3.0,2019-3,False
160338,2019028555,40.391,-79.8894,DUQUESNE AV,1,3.0,3.0,1.0,2019,3,0.0,2019-3,False
160339,2019029238,40.4563,-79.991,EAST OHIO ST,1,1.0,3.0,1.0,2019,5,7.0,2019-3,True
160340,2019029652,40.4555,-80.0066,FEDERAL ST,1,1.0,3.0,1.0,2019,5,14.0,2019-3,True
160341,2019029850,40.4852,-79.8569,SANDY CREEK RD,1,1.0,3.0,1.0,2019,6,18.0,2019-3,True
